age,height,edu,fit,race_ethnicity,height_group,cluster
22,75,High School or less,fit,Black,not_short,2
29,74,More than High School,fit,White,not_short,2
58,72,More than High School,fit,White,not_short,2
31,66,More than High School,fit,White,short,1
26,71,More than High School,not_fit,White,not_short,2
31,69,More than High School,not_fit,Latinx,short,1
30,68,More than High School,fit,Asian,short,1
34,71,More than High School,fit,Asian,not_short,2
58,69,High School or less,fit,White,short,1
23,74,More than High School,not_fit,White,not_short,2
30,72,More than High School,not_fit,White,not_short,2
25,71,More than High School,not_fit,Asian,not_short,2
29,68,More than High School,not_fit,White,short,1
23,69,unknown,not_fit,Latinx,short,1
24,73,More than High School,fit,Asian,not_short,2
30,73,High School or less,fit,multiple,not_short,2
53,66,High School or less,fit,White,short,1
27,71,More than High School,not_fit,White,not_short,2
35,68,More than High School,fit,White,short,1
29,73,More than High School,fit,White,not_short,2
25,68,High School or less,not_fit,Asian,short,1
48,68,More than High School,fit,White,short,1
25,69,More than High School,not_fit,Asian,short,1
28,67,More than High School,fit,Asian,short,1
40,72,High School or less,not_fit,White,not_short,2
37,68,More than High School,fit,White,short,1
34,75,unknown,not_fit,White,not_short,2
44,71,More than High School,not_fit,White,not_short,2
24,69,More than High School,not_fit,White,short,1
24,72,More than High School,fit,multiple,not_short,2
32,68,More than High School,not_fit,Asian,short,1
37,72,More than High School,not_fit,White,not_short,2
38,73,More than High School,not_fit,multiple,not_short,2
29,69,High School or less,fit,White,short,1
20,73,High School or less,fit,White,not_short,2
31,65,More than High School,not_fit,White,short,1
33,69,More than High School,fit,White,short,1
23,72,More than High School,not_fit,White,not_short,2
31,71,More than High School,fit,White,not_short,2
32,71,More than High School,fit,Asian,not_short,2
45,75,More than High School,not_fit,White,not_short,2
26,67,High School or less,not_fit,Asian,short,1
28,69,More than High School,fit,multiple,short,1
28,71,More than High School,not_fit,White,not_short,2
32,72,More than High School,fit,Asian,not_short,2
26,75,More than High School,fit,multiple,not_short,2
39,66,More than High School,fit,Latinx,short,1
45,67,More than High School,fit,White,short,1
29,70,High School or less,fit,White,not_short,2
25,74,More than High School,fit,Black,not_short,2
27,75,More than High School,fit,Asian,not_short,2
19,72,unknown,not_fit,Latinx,not_short,2
45,67,More than High School,fit,White,short,1
27,70,More than High School,fit,multiple,not_short,2
39,69,More than High School,fit,White,short,1
31,69,High School or less,not_fit,White,short,1
59,71,High School or less,fit,White,not_short,2
20,67,High School or less,fit,Asian,short,1
32,70,More than High School,not_fit,White,not_short,2
24,76,High School or less,not_fit,White,not_short,2
23,72,More than High School,not_fit,White,not_short,2
21,67,High School or less,not_fit,Latinx,short,1
19,72,High School or less,fit,White,not_short,2
27,72,More than High School,not_fit,White,not_short,2
37,72,More than High School,not_fit,White,not_short,2
30,70,More than High School,fit,White,not_short,2
37,70,More than High School,fit,White,not_short,2
29,71,unknown,not_fit,Latinx,not_short,2
36,65,High School or less,fit,multiple,short,1
28,68,More than High School,not_fit,White,short,1
26,72,More than High School,not_fit,White,not_short,2
49,70,More than High School,not_fit,Asian,not_short,2
47,75,More than High School,fit,White,not_short,2
26,69,More than High School,fit,Asian,short,1
40,71,unknown,fit,White,not_short,2
21,69,High School or less,not_fit,Latinx,short,1
28,72,More than High School,not_fit,White,not_short,2
38,61,More than High School,not_fit,White,short,1
22,72,More than High School,not_fit,Asian,not_short,2
36,66,High School or less,fit,Latinx,short,1
33,73,More than High School,fit,White,not_short,2
22,67,More than High School,fit,multiple,short,1
25,69,High School or less,fit,Latinx,short,1
57,66,More than High School,not_fit,White,short,1
26,68,More than High School,fit,White,short,1
29,75,More than High School,fit,White,not_short,2
61,71,More than High School,not_fit,White,not_short,2
29,68,More than High School,fit,multiple,short,1
26,76,More than High School,not_fit,White,not_short,2
35,68,High School or less,not_fit,multiple,short,1
33,71,More than High School,not_fit,White,not_short,2
27,73,More than High School,fit,White,not_short,2
29,72,More than High School,fit,Black,not_short,2
27,74,More than High School,fit,White,not_short,2
33,68,High School or less,not_fit,White,short,1
26,69,unknown,not_fit,White,short,1
31,65,More than High School,fit,Asian,short,1
54,71,More than High School,not_fit,White,not_short,2
25,70,More than High School,not_fit,White,not_short,2
52,71,More than High School,fit,White,not_short,2
30,68,More than High School,fit,multiple,short,1
40,69,unknown,fit,White,short,1
19,70,High School or less,fit,Latinx,not_short,2
34,69,unknown,not_fit,multiple,short,1
25,71,More than High School,not_fit,Black,not_short,2
30,68,More than High School,not_fit,Black,short,1
26,72,More than High School,fit,White,not_short,2
23,70,More than High School,not_fit,Latinx,not_short,2
43,71,More than High School,fit,White,not_short,2
62,70,More than High School,fit,White,not_short,2
24,72,More than High School,fit,White,not_short,2
23,70,More than High School,not_fit,multiple,not_short,2
26,67,More than High School,not_fit,Asian,short,1
24,70,High School or less,not_fit,multiple,not_short,2
36,66,unknown,not_fit,Latinx,short,1
26,68,More than High School,fit,Asian,short,1
49,67,More than High School,fit,Asian,short,1
30,72,High School or less,not_fit,White,not_short,2
26,70,More than High School,not_fit,White,not_short,2
27,68,More than High School,fit,White,short,1
34,69,More than High School,fit,Asian,short,1
29,75,More than High School,fit,White,not_short,2
33,63,More than High School,not_fit,other,short,1
25,67,More than High School,fit,Black,short,1
30,71,More than High School,not_fit,White,not_short,2
52,73,More than High School,fit,White,not_short,2
32,68,More than High School,fit,White,short,1
30,68,unknown,not_fit,White,short,1
35,72,More than High School,not_fit,White,not_short,2
26,72,More than High School,not_fit,Asian,not_short,2
27,70,unknown,fit,White,not_short,2
32,74,More than High School,fit,White,not_short,2
26,70,More than High School,fit,multiple,not_short,2
26,72,More than High School,not_fit,White,not_short,2
24,70,High School or less,fit,White,not_short,2
43,75,More than High School,fit,White,not_short,2
28,76,High School or less,not_fit,White,not_short,2
28,69,More than High School,fit,other,short,1
53,69,More than High School,not_fit,other,short,1
40,71,More than High School,fit,Black,not_short,2
32,69,More than High School,fit,Asian,short,1
32,69,More than High School,not_fit,White,short,1
31,65,More than High School,fit,Asian,short,1
25,71,More than High School,not_fit,Latinx,not_short,2
32,69,More than High School,fit,Asian,short,1
33,73,More than High School,fit,White,not_short,2
30,74,More than High School,not_fit,White,not_short,2
45,70,More than High School,fit,White,not_short,2
26,69,More than High School,fit,White,short,1
29,72,unknown,not_fit,multiple,not_short,2
23,73,High School or less,not_fit,White,not_short,2
47,70,More than High School,fit,White,not_short,2
29,67,High School or less,fit,Latinx,short,1
25,74,More than High School,fit,White,not_short,2
44,71,More than High School,fit,White,not_short,2
32,71,More than High School,fit,multiple,not_short,2
47,67,More than High School,fit,other,short,1
26,69,More than High School,not_fit,White,short,1
28,72,More than High School,fit,White,not_short,2
19,64,High School or less,not_fit,Latinx,short,1
34,66,More than High School,fit,White,short,1
44,71,More than High School,fit,White,not_short,2
22,69,High School or less,not_fit,Asian,short,1
28,70,More than High School,fit,White,not_short,2
38,69,More than High School,not_fit,White,short,1
22,72,More than High School,fit,multiple,not_short,2
24,70,More than High School,fit,White,not_short,2
32,69,unknown,fit,multiple,short,1
27,73,More than High School,fit,White,not_short,2
24,74,More than High School,not_fit,Black,not_short,2
34,68,More than High School,fit,White,short,1
39,68,More than High School,not_fit,White,short,1
32,71,More than High School,fit,Asian,not_short,2
35,70,More than High School,fit,White,not_short,2
22,73,More than High School,fit,White,not_short,2
25,72,More than High School,fit,White,not_short,2
26,67,More than High School,fit,White,short,1
32,68,More than High School,fit,Latinx,short,1
21,69,High School or less,not_fit,Latinx,short,1
59,68,More than High School,not_fit,White,short,1
47,71,More than High School,fit,Latinx,not_short,2
25,67,unknown,not_fit,Latinx,short,1
26,69,More than High School,fit,White,short,1
27,72,More than High School,fit,White,not_short,2
27,72,More than High School,not_fit,White,not_short,2
40,67,High School or less,not_fit,White,short,1
30,70,More than High School,fit,White,not_short,2
32,69,More than High School,fit,White,short,1
26,73,More than High School,fit,White,not_short,2
26,71,More than High School,not_fit,White,not_short,2
25,75,More than High School,fit,White,not_short,2
34,71,More than High School,fit,White,not_short,2
26,67,More than High School,fit,Asian,short,1
58,69,More than High School,fit,White,short,1
24,70,High School or less,fit,White,not_short,2
37,70,More than High School,not_fit,White,not_short,2
24,68,unknown,not_fit,White,short,1
24,68,More than High School,fit,White,short,1
28,67,More than High School,fit,Asian,short,1
24,69,High School or less,fit,Latinx,short,1
32,73,More than High School,fit,multiple,not_short,2
30,70,More than High School,not_fit,White,not_short,2
39,72,More than High School,fit,White,not_short,2
28,74,unknown,not_fit,multiple,not_short,2
25,64,High School or less,fit,other,short,1
26,73,More than High School,fit,White,not_short,2
25,70,High School or less,not_fit,White,not_short,2
37,68,More than High School,not_fit,White,short,1
24,73,High School or less,not_fit,Black,not_short,2
19,69,High School or less,not_fit,multiple,short,1
24,69,unknown,fit,White,short,1
22,71,High School or less,fit,multiple,not_short,2
24,69,More than High School,fit,White,short,1
24,70,More than High School,not_fit,Asian,not_short,2
26,70,High School or less,not_fit,White,not_short,2
23,70,High School or less,fit,Latinx,not_short,2
34,68,unknown,not_fit,White,short,1
23,74,More than High School,fit,White,not_short,2
33,71,More than High School,fit,White,not_short,2
26,72,More than High School,not_fit,other,not_short,2
34,70,More than High School,not_fit,White,not_short,2
34,71,More than High School,fit,White,not_short,2
37,69,More than High School,not_fit,White,short,1
36,73,More than High School,fit,White,not_short,2
26,70,High School or less,fit,Asian,not_short,2
34,71,More than High School,not_fit,White,not_short,2
24,67,unknown,fit,White,short,1
25,68,More than High School,fit,White,short,1
26,66,High School or less,not_fit,White,short,1
31,70,More than High School,fit,White,not_short,2
24,72,More than High School,fit,White,not_short,2
30,66,More than High School,fit,White,short,1
40,68,More than High School,fit,Asian,short,1
24,71,unknown,not_fit,White,not_short,2
29,70,More than High School,fit,White,not_short,2
36,71,More than High School,fit,White,not_short,2
59,73,More than High School,fit,White,not_short,2
36,70,More than High School,fit,White,not_short,2
25,70,More than High School,not_fit,White,not_short,2
39,72,More than High School,not_fit,White,not_short,2
34,72,More than High School,fit,Black,not_short,2
24,71,More than High School,not_fit,White,not_short,2
66,78,More than High School,not_fit,White,not_short,2
34,64,More than High School,not_fit,Latinx,short,1
36,68,More than High School,fit,White,short,1
29,73,More than High School,fit,White,not_short,2
63,71,More than High School,not_fit,White,not_short,2
29,71,More than High School,fit,Asian,not_short,2
38,71,More than High School,fit,White,not_short,2
